timing	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B80	B81	B82	B83	B84	B85	B86	B87	B88	B89	B90	B91	B92	B93	B94	B95	B96	B97	B98	B99	B100
5.8 to 6.8	63	37	32	31	56	35	45	26	80	44	50	46	60	4	12	24	30	57	50	67	49	39	32	53	47	66	21	54	44	50	46	60	4	12	24	30	57	50	67	49	39	32	53	47	66	21	54	44	50	46	60	4	12	24	30	57	50	67	49	39	32	53	47	66	21	54	44	50	46	60	4	12	24	30	57	50	67	49	39	32	53	47	66	21	54	44	50	46	60	4	12	24	30	57	50	67	49	39	32	53
5.9 to 6.9	101	43	37	41	75	53	50	60	86	52	60	57	73	6	36	35	39	71	54	82	63	53	35	76	62	76	28	71	52	60	57	73	6	36	35	39	71	54	82	63	53	35	76	62	76	28	71	52	60	57	73	6	36	35	39	71	54	82	63	53	35	76	62	76	28	71	52	60	57	73	6	36	35	39	71	54	82	63	53	35	76	62	76	28	71	52	60	57	73	6	36	35	39	71	54	82	63	53	35	76
6 to 7	127	62	53	97	96	67	71	78	94	86	100	91	100	30	61	47	61	96	64	129	95	131	52	124	121	94	39	98	86	100	91	100	30	61	47	61	96	64	129	95	131	52	124	121	94	39	98	86	100	91	100	30	61	47	61	96	64	129	95	131	52	124	121	94	39	98	86	100	91	100	30	61	47	61	96	64	129	95	131	52	124	121	94	39	98	86	100	91	100	30	61	47	61	96	64	129	95	131	52	124
6.1 to 7.1	137	69	66	113	101	74	80	89	96	92	111	112	105	38	91	87	66	96	68	133	99	139	57	132	156	104	44	106	92	111	112	105	38	91	87	66	96	68	133	99	139	57	132	156	104	44	106	92	111	112	105	38	91	87	66	96	68	133	99	139	57	132	156	104	44	106	92	111	112	105	38	91	87	66	96	68	133	99	139	57	132	156	104	44	106	92	111	112	105	38	91	87	66	96	68	133	99	139	57	132
6.2 to 7.2	144	71	61	115	98	74	74	79	59	80	110	104	106	38	89	84	60	77	56	143	63	138	53	132	138	79	38	88	80	110	104	106	38	89	84	60	77	56	143	63	138	53	132	138	79	38	88	80	110	104	106	38	89	84	60	77	56	143	63	138	53	132	138	79	38	88	80	110	104	106	38	89	84	60	77	56	143	63	138	53	132	138	79	38	88	80	110	104	106	38	89	84	60	77	56	143	63	138	53	132
6.3 to 7.3	150	80	75	150	134	71	112	89	111	120	138	148	138	42	115	103	77	98	76	143	98	219	65	162	159	110	45	101	120	138	148	138	42	115	103	77	98	76	143	98	219	65	162	159	110	45	101	120	138	148	138	42	115	103	77	98	76	143	98	219	65	162	159	110	45	101	120	138	148	138	42	115	103	77	98	76	143	98	219	65	162	159	110	45	101	120	138	148	138	42	115	103	77	98	76	143	98	219	65	162
6.4 to 7.4	150	80	75	150	134	71	112	89	111	120	138	148	138	42	115	103	77	98	76	143	98	219	65	162	159	110	45	101	120	138	148	138	42	115	103	77	98	76	143	98	219	65	162	159	110	45	101	120	138	148	138	42	115	103	77	98	76	143	98	219	65	162	159	110	45	101	120	138	148	138	42	115	103	77	98	76	143	98	219	65	162	159	110	45	101	120	138	148	138	42	115	103	77	98	76	143	98	219	65	162
6.5 to 7.5	150	80	75	150	134	71	112	89	111	120	138	148	138	42	115	103	77	98	76	143	98	219	65	162	159	110	45	101	120	138	148	138	42	115	103	77	98	76	143	98	219	65	162	159	110	45	101	120	138	148	138	42	115	103	77	98	76	143	98	219	65	162	159	110	45	101	120	138	148	138	42	115	103	77	98	76	143	98	219	65	162	159	110	45	101	120	138	148	138	42	115	103	77	98	76	143	98	219	65	162
6.6 to 7.6	138	69	72	133	103	67	90	86	75	104	113	119	128	40	112	90	65	68	69	122	90	205	49	126	142	85	38	84	104	113	119	128	40	112	90	65	68	69	122	90	205	49	126	142	85	38	84	104	113	119	128	40	112	90	65	68	69	122	90	205	49	126	142	85	38	84	104	113	119	128	40	112	90	65	68	69	122	90	205	49	126	142	85	38	84	104	113	119	128	40	112	90	65	68	69	122	90	205	49	126
6.7 to 7.7	140	67	61	137	112	59	96	87	84	103	126	125	106	47	113	96	64	65	64	129	98	202	64	136	169	96	38	87	103	126	125	106	47	113	96	64	65	64	129	98	202	64	136	169	96	38	87	103	126	125	106	47	113	96	64	65	64	129	98	202	64	136	169	96	38	87	103	126	125	106	47	113	96	64	65	64	129	98	202	64	136	169	96	38	87	103	126	125	106	47	113	96	64	65	64	129	98	202	64	136
6.8 to 7.8	140	67	61	137	112	59	96	87	84	103	126	125	106	47	113	96	64	65	64	129	98	202	64	136	169	96	38	87	103	126	125	106	47	113	96	64	65	64	129	98	202	64	136	169	96	38	87	103	126	125	106	47	113	96	64	65	64	129	98	202	64	136	169	96	38	87	103	126	125	106	47	113	96	64	65	64	129	98	202	64	136	169	96	38	87	103	126	125	106	47	113	96	64	65	64	129	98	202	64	136
6.9 to 7.9	142	64	65	136	110	48	94	62	86	115	118	125	100	47	95	100	67	63	69	140	92	206	66	121	192	93	37	76	115	118	125	100	47	95	100	67	63	69	140	92	206	66	121	192	93	37	76	115	118	125	100	47	95	100	67	63	69	140	92	206	66	121	192	93	37	76	115	118	125	100	47	95	100	67	63	69	140	92	206	66	121	192	93	37	76	115	118	125	100	47	95	100	67	63	69	140	92	206	66	121
7 to 8	122	49	63	100	132	37	90	62	82	92	84	103	82	35	76	88	45	83	62	117	73	145	55	110	144	87	26	49	92	84	103	82	35	76	88	45	83	62	117	73	145	55	110	144	87	26	49	92	84	103	82	35	76	88	45	83	62	117	73	145	55	110	144	87	26	49	92	84	103	82	35	76	88	45	83	62	117	73	145	55	110	144	87	26	49	92	84	103	82	35	76	88	45	83	62	117	73	145	55	110
7.1 to 8.1	112	42	50	84	127	30	81	51	80	86	73	82	77	27	46	48	40	83	58	113	69	137	50	102	109	77	21	41	86	73	82	77	27	46	48	40	83	58	113	69	137	50	102	109	77	21	41	86	73	82	77	27	46	48	40	83	58	113	69	137	50	102	109	77	21	41	86	73	82	77	27	46	48	40	83	58	113	69	137	50	102	109	77	21	41	86	73	82	77	27	46	48	40	83	58	113	69	137	50	102
7.2 to 8.2	105	37	44	75	122	26	81	50	80	80	65	78	74	27	46	47	37	82	58	100	66	128	50	97	107	74	20	34	80	65	78	74	27	46	47	37	82	58	100	66	128	50	97	107	74	20	34	80	65	78	74	27	46	47	37	82	58	100	66	128	50	97	107	74	20	34	80	65	78	74	27	46	47	37	82	58	100	66	128	50	97	107	74	20	34	80	65	78	74	27	46	47	37	82	58	100	66	128	50	97
7.3 to 8.3	65	20	30	54	75	25	32	33	34	37	32	38	27	24	22	27	13	61	29	71	31	52	37	72	87	37	9	13	37	32	38	27	24	22	27	13	61	29	71	31	52	37	72	87	37	9	13	37	32	38	27	24	22	27	13	61	29	71	31	52	37	72	87	37	9	13	37	32	38	27	24	22	27	13	61	29	71	31	52	37	72	87	37	9	13	37	32	38	27	24	22	27	13	61	29	71	31	52	37	72
7.4 to 8.4	65	20	30	54	75	25	32	33	34	37	32	38	27	24	22	27	13	61	29	71	31	52	37	72	87	37	9	13	37	32	38	27	24	22	27	13	61	29	71	31	52	37	72	87	37	9	13	37	32	38	27	24	22	27	13	61	29	71	31	52	37	72	87	37	9	13	37	32	38	27	24	22	27	13	61	29	71	31	52	37	72	87	37	9	13	37	32	38	27	24	22	27	13	61	29	71	31	52	37	72
7.5 to 8.5	65	20	30	54	75	25	32	33	34	37	32	38	27	24	22	27	13	61	29	71	31	52	37	72	87	37	9	13	37	32	38	27	24	22	27	13	61	29	71	31	52	37	72	87	37	9	13	37	32	38	27	24	22	27	13	61	29	71	31	52	37	72	87	37	9	13	37	32	38	27	24	22	27	13	61	29	71	31	52	37	72	87	37	9	13	37	32	38	27	24	22	27	13	61	29	71	31	52	37	72
7.6 to 8.6	105	31	56	88	127	33	51	65	75	82	40	67	58	44	38	47	58	103	45	123	41	85	75	136	132	63	14	77	82	40	67	58	44	38	47	58	103	45	123	41	85	75	136	132	63	14	77	82	40	67	58	44	38	47	58	103	45	123	41	85	75	136	132	63	14	77	82	40	67	58	44	38	47	58	103	45	123	41	85	75	136	132	63	14	77	82	40	67	58	44	38	47	58	103	45	123	41	85	75	136
7.7 to 8.7	95	30	51	77	113	28	42	62	64	79	25	57	51	36	34	39	57	99	34	115	32	78	55	124	100	47	11	73	79	25	57	51	36	34	39	57	99	34	115	32	78	55	124	100	47	11	73	79	25	57	51	36	34	39	57	99	34	115	32	78	55	124	100	47	11	73	79	25	57	51	36	34	39	57	99	34	115	32	78	55	124	100	47	11	73	79	25	57	51	36	34	39	57	99	34	115	32	78	55	124
7.8 to 8.8	106	35	56	102	121	59	46	68	73	96	49	74	101	39	39	44	64	109	37	159	42	94	57	144	116	59	22	82	96	49	74	101	39	39	44	64	109	37	159	42	94	57	144	116	59	22	82	96	49	74	101	39	39	44	64	109	37	159	42	94	57	144	116	59	22	82	96	49	74	101	39	39	44	64	109	37	159	42	94	57	144	116	59	22	82	96	49	74	101	39	39	44	64	109	37	159	42	94	57	144
7.9 to 8.9	70	32	51	103	115	54	46	64	69	76	51	69	97	37	37	30	54	98	29	140	53	91	59	142	84	56	24	79	76	51	69	97	37	37	30	54	98	29	140	53	91	59	142	84	56	24	79	76	51	69	97	37	37	30	54	98	29	140	53	91	59	142	84	56	24	79	76	51	69	97	37	37	30	54	98	29	140	53	91	59	142	84	56	24	79	76	51	69	97	37	37	30	54	98	29	140	53	91	59	142
8 to 9	64	28	37	83	72	51	29	46	65	65	45	57	88	25	31	30	54	53	26	116	40	74	53	105	73	44	24	79	65	45	57	88	25	31	30	54	53	26	116	40	74	53	105	73	44	24	79	65	45	57	88	25	31	30	54	53	26	116	40	74	53	105	73	44	24	79	65	45	57	88	25	31	30	54	53	26	116	40	74	53	105	73	44	24	79	65	45	57	88	25	31	30	54	53	26	116	40	74	53	105
8.1 to 9.1	84	67	48	94	92	53	52	83	73	86	63	83	99	26	42	39	56	74	30	146	53	79	78	108	92	52	55	93	86	63	83	99	26	42	39	56	74	30	146	53	79	78	108	92	52	55	93	86	63	83	99	26	42	39	56	74	30	146	53	79	78	108	92	52	55	93	86	63	83	99	26	42	39	56	74	30	146	53	79	78	108	92	52	55	93	86	63	83	99	26	42	39	56	74	30	146	53	79	78	108
8.2 to 9.2	84	67	48	94	92	53	52	83	73	86	63	83	99	26	42	39	56	74	30	146	53	79	78	108	92	52	55	93	86	63	83	99	26	42	39	56	74	30	146	53	79	78	108	92	52	55	93	86	63	83	99	26	42	39	56	74	30	146	53	79	78	108	92	52	55	93	86	63	83	99	26	42	39	56	74	30	146	53	79	78	108	92	52	55	93	86	63	83	99	26	42	39	56	74	30	146	53	79	78	108
8.3 to 9.3	81	75	56	89	124	43	60	84	65	100	60	88	103	27	44	41	60	89	26	142	61	90	81	109	123	63	57	99	100	60	88	103	27	44	41	60	89	26	142	61	90	81	109	123	63	57	99	100	60	88	103	27	44	41	60	89	26	142	61	90	81	109	123	63	57	99	100	60	88	103	27	44	41	60	89	26	142	61	90	81	109	123	63	57	99	100	60	88	103	27	44	41	60	89	26	142	61	90	81	109
8.4 to 9.4	84	95	62	100	131	47	60	99	65	103	68	99	116	27	44	41	81	107	30	183	67	102	84	120	134	68	57	107	103	68	99	116	27	44	41	81	107	30	183	67	102	84	120	134	68	57	107	103	68	99	116	27	44	41	81	107	30	183	67	102	84	120	134	68	57	107	103	68	99	116	27	44	41	81	107	30	183	67	102	84	120	134	68	57	107	103	68	99	116	27	44	41	81	107	30	183	67	102	84	120
8.5 to 9.5	96	111	73	117	147	82	69	104	83	113	77	116	130	28	48	53	85	125	31	197	80	124	95	121	156	71	62	125	113	77	116	130	28	48	53	85	125	31	197	80	124	95	121	156	71	62	125	113	77	116	130	28	48	53	85	125	31	197	80	124	95	121	156	71	62	125	113	77	116	130	28	48	53	85	125	31	197	80	124	95	121	156	71	62	125	113	77	116	130	28	48	53	85	125	31	197	80	124	95	121
8.6 to 9.6	85	104	50	95	103	85	60	81	48	79	77	99	125	10	38	38	63	87	17	177	85	107	77	69	125	60	69	72	79	77	99	125	10	38	38	63	87	17	177	85	107	77	69	125	60	69	72	79	77	99	125	10	38	38	63	87	17	177	85	107	77	69	125	60	69	72	79	77	99	125	10	38	38	63	87	17	177	85	107	77	69	125	60	69	72	79	77	99	125	10	38	38	63	87	17	177	85	107	77	69
8.7 to 9.7	85	104	50	95	103	85	60	81	48	79	77	99	125	10	38	38	63	87	17	177	85	107	77	69	125	60	69	72	79	77	99	125	10	38	38	63	87	17	177	85	107	77	69	125	60	69	72	79	77	99	125	10	38	38	63	87	17	177	85	107	77	69	125	60	69	72	79	77	99	125	10	38	38	63	87	17	177	85	107	77	69	125	60	69	72	79	77	99	125	10	38	38	63	87	17	177	85	107	77	69
8.8 to 9.8	74	99	45	70	95	54	56	75	39	62	53	82	75	7	33	33	56	77	14	133	75	91	75	49	109	48	58	63	62	53	82	75	7	33	33	56	77	14	133	75	91	75	49	109	48	58	63	62	53	82	75	7	33	33	56	77	14	133	75	91	75	49	109	48	58	63	62	53	82	75	7	33	33	56	77	14	133	75	91	75	49	109	48	58	63	62	53	82	75	7	33	33	56	77	14	133	75	91	75	49
8.9 to 9.9	70	99	41	60	84	52	53	70	35	62	49	76	72	7	29	32	54	76	13	126	56	76	68	43	103	44	50	60	62	49	76	72	7	29	32	54	76	13	126	56	76	68	43	103	44	50	60	62	49	76	72	7	29	32	54	76	13	126	56	76	68	43	103	44	50	60	62	49	76	72	7	29	32	54	76	13	126	56	76	68	43	103	44	50	60	62	49	76	72	7	29	32	54	76	13	126	56	76	68	43
9 to 10	91	102	47	78	86	61	60	108	71	105	64	79	89	11	32	37	74	77	19	138	70	88	73	67	114	47	51	89	105	64	79	89	11	32	37	74	77	19	138	70	88	73	67	114	47	51	89	105	64	79	89	11	32	37	74	77	19	138	70	88	73	67	114	47	51	89	105	64	79	89	11	32	37	74	77	19	138	70	88	73	67	114	47	51	89	105	64	79	89	11	32	37	74	77	19	138	70	88	73	67
9.1 to 10.1	112	79	42	87	90	79	73	80	72	104	72	79	99	15	30	39	89	98	21	132	88	111	65	119	125	54	26	96	104	72	79	99	15	30	39	89	98	21	132	88	111	65	119	125	54	26	96	104	72	79	99	15	30	39	89	98	21	132	88	111	65	119	125	54	26	96	104	72	79	99	15	30	39	89	98	21	132	88	111	65	119	125	54	26	96	104	72	79	99	15	30	39	89	98	21	132	88	111	65	119
9.2 to 10.2	112	79	42	87	90	79	73	80	72	104	72	79	99	15	30	39	89	98	21	132	88	111	65	119	125	54	26	96	104	72	79	99	15	30	39	89	98	21	132	88	111	65	119	125	54	26	96	104	72	79	99	15	30	39	89	98	21	132	88	111	65	119	125	54	26	96	104	72	79	99	15	30	39	89	98	21	132	88	111	65	119	125	54	26	96	104	72	79	99	15	30	39	89	98	21	132	88	111	65	119
9.3 to 10.3	119	65	37	84	68	83	64	82	85	98	74	78	95	12	26	35	91	84	23	154	96	97	69	114	100	46	33	98	98	74	78	95	12	26	35	91	84	23	154	96	97	69	114	100	46	33	98	98	74	78	95	12	26	35	91	84	23	154	96	97	69	114	100	46	33	98	98	74	78	95	12	26	35	91	84	23	154	96	97	69	114	100	46	33	98	98	74	78	95	12	26	35	91	84	23	154	96	97	69	114
9.4 to 10.4	116	45	31	73	61	79	64	67	85	95	66	67	82	12	26	35	70	66	19	113	90	85	66	103	89	41	33	90	95	66	67	82	12	26	35	70	66	19	113	90	85	66	103	89	41	33	90	95	66	67	82	12	26	35	70	66	19	113	90	85	66	103	89	41	33	90	95	66	67	82	12	26	35	70	66	19	113	90	85	66	103	89	41	33	90	95	66	67	82	12	26	35	70	66	19	113	90	85	66	103
9.5 to 10.5	104	29	20	56	45	44	55	62	67	85	57	50	68	11	22	23	66	48	18	99	77	63	55	102	67	38	28	72	85	57	50	68	11	22	23	66	48	18	99	77	63	55	102	67	38	28	72	85	57	50	68	11	22	23	66	48	18	99	77	63	55	102	67	38	28	72	85	57	50	68	11	22	23	66	48	18	99	77	63	55	102	67	38	28	72	85	57	50	68	11	22	23	66	48	18	99	77	63	55	102
9.6 to 10.6	85	30	18	52	37	39	54	57	71	105	61	49	64	10	22	19	51	60	17	80	78	62	43	101	65	51	25	70	105	61	49	64	10	22	19	51	60	17	80	78	62	43	101	65	51	25	70	105	61	49	64	10	22	19	51	60	17	80	78	62	43	101	65	51	25	70	105	61	49	64	10	22	19	51	60	17	80	78	62	43	101	65	51	25	70	105	61	49	64	10	22	19	51	60	17	80	78	62	43	101
9.7 to 10.7	85	30	18	52	37	39	54	57	71	105	61	49	64	10	22	19	51	60	17	80	78	62	43	101	65	51	25	70	105	61	49	64	10	22	19	51	60	17	80	78	62	43	101	65	51	25	70	105	61	49	64	10	22	19	51	60	17	80	78	62	43	101	65	51	25	70	105	61	49	64	10	22	19	51	60	17	80	78	62	43	101	65	51	25	70	105	61	49	64	10	22	19	51	60	17	80	78	62	43	101
9.8 to 10.8	95	35	21	62	49	42	62	62	75	113	64	59	71	10	25	25	54	73	21	99	89	83	47	111	76	54	32	81	113	64	59	71	10	25	25	54	73	21	99	89	83	47	111	76	54	32	81	113	64	59	71	10	25	25	54	73	21	99	89	83	47	111	76	54	32	81	113	64	59	71	10	25	25	54	73	21	99	89	83	47	111	76	54	32	81	113	64	59	71	10	25	25	54	73	21	99	89	83	47	111
9.9 to 10.9	95	35	21	62	49	42	62	62	75	113	64	59	71	10	25	25	54	73	21	99	89	83	47	111	76	54	32	81	113	64	59	71	10	25	25	54	73	21	99	89	83	47	111	76	54	32	81	113	64	59	71	10	25	25	54	73	21	99	89	83	47	111	76	54	32	81	113	64	59	71	10	25	25	54	73	21	99	89	83	47	111	76	54	32	81	113	64	59	71	10	25	25	54	73	21	99	89	83	47	111
10 to 11	74	32	15	44	47	33	55	24	39	70	49	56	54	6	22	20	34	72	15	87	75	71	42	87	65	51	31	52	70	49	56	54	6	22	20	34	72	15	87	75	71	42	87	65	51	31	52	70	49	56	54	6	22	20	34	72	15	87	75	71	42	87	65	51	31	52	70	49	56	54	6	22	20	34	72	15	87	75	71	42	87	65	51	31	52	70	49	56	54	6	22	20	34	72	15	87	75	71	42	87
10.1 to 11.1	41	16	12	47	29	19	27	19	48	57	34	37	51	4	36	14	35	44	16	72	51	57	31	52	45	36	32	44	57	34	37	51	4	36	14	35	44	16	72	51	57	31	52	45	36	32	44	57	34	37	51	4	36	14	35	44	16	72	51	57	31	52	45	36	32	44	57	34	37	51	4	36	14	35	44	16	72	51	57	31	52	45	36	32	44	57	34	37	51	4	36	14	35	44	16	72	51	57	31	52
10.2 to 11.2	41	16	12	47	29	19	27	19	48	57	34	37	51	4	36	14	35	44	16	72	51	57	31	52	45	36	32	44	57	34	37	51	4	36	14	35	44	16	72	51	57	31	52	45	36	32	44	57	34	37	51	4	36	14	35	44	16	72	51	57	31	52	45	36	32	44	57	34	37	51	4	36	14	35	44	16	72	51	57	31	52	45	36	32	44	57	34	37	51	4	36	14	35	44	16	72	51	57	31	52
10.3 to 11.3	28	10	7	41	18	15	25	13	32	46	26	28	47	4	32	12	29	43	12	41	34	50	18	41	33	31	23	33	46	26	28	47	4	32	12	29	43	12	41	34	50	18	41	33	31	23	33	46	26	28	47	4	32	12	29	43	12	41	34	50	18	41	33	31	23	33	46	26	28	47	4	32	12	29	43	12	41	34	50	18	41	33	31	23	33	46	26	28	47	4	32	12	29	43	12	41	34	50	18	41
10.4 to 11.4	35	16	17	53	29	18	39	15	44	58	32	33	71	6	34	21	38	64	19	56	41	63	23	50	48	47	35	50	58	32	33	71	6	34	21	38	64	19	56	41	63	23	50	48	47	35	50	58	32	33	71	6	34	21	38	64	19	56	41	63	23	50	48	47	35	50	58	32	33	71	6	34	21	38	64	19	56	41	63	23	50	48	47	35	50	58	32	33	71	6	34	21	38	64	19	56	41	63	23	50
10.5 to 11.5	35	16	17	53	29	18	39	15	44	58	32	33	71	6	34	21	38	64	19	56	41	63	23	50	48	47	35	50	58	32	33	71	6	34	21	38	64	19	56	41	63	23	50	48	47	35	50	58	32	33	71	6	34	21	38	64	19	56	41	63	23	50	48	47	35	50	58	32	33	71	6	34	21	38	64	19	56	41	63	23	50	48	47	35	50	58	32	33	71	6	34	21	38	64	19	56	41	63	23	50
10.6 to 11.6	31	46	22	55	43	46	47	19	39	32	25	30	60	6	33	25	43	62	25	52	34	65	51	47	51	26	31	48	32	25	30	60	6	33	25	43	62	25	52	34	65	51	47	51	26	31	48	32	25	30	60	6	33	25	43	62	25	52	34	65	51	47	51	26	31	48	32	25	30	60	6	33	25	43	62	25	52	34	65	51	47	51	26	31	48	32	25	30	60	6	33	25	43	62	25	52	34	65	51	47
10.7 to 11.7	31	46	22	55	43	46	47	19	39	32	25	30	60	6	33	25	43	62	25	52	34	65	51	47	51	26	31	48	32	25	30	60	6	33	25	43	62	25	52	34	65	51	47	51	26	31	48	32	25	30	60	6	33	25	43	62	25	52	34	65	51	47	51	26	31	48	32	25	30	60	6	33	25	43	62	25	52	34	65	51	47	51	26	31	48	32	25	30	60	6	33	25	43	62	25	52	34	65	51	47
10.8 to 11.8	21	41	19	45	31	43	39	14	35	24	22	20	53	6	30	19	40	49	21	33	23	44	47	37	40	23	24	37	24	22	20	53	6	30	19	40	49	21	33	23	44	47	37	40	23	24	37	24	22	20	53	6	30	19	40	49	21	33	23	44	47	37	40	23	24	37	24	22	20	53	6	30	19	40	49	21	33	23	44	47	37	40	23	24	37	24	22	20	53	6	30	19	40	49	21	33	23	44	47	37
10.9 to 11.9	21	41	19	45	31	43	39	14	35	24	22	20	53	6	30	19	40	49	21	33	23	44	47	37	40	23	24	37	24	22	20	53	6	30	19	40	49	21	33	23	44	47	37	40	23	24	37	24	22	20	53	6	30	19	40	49	21	33	23	44	47	37	40	23	24	37	24	22	20	53	6	30	19	40	49	21	33	23	44	47	37	40	23	24	37	24	22	20	53	6	30	19	40	49	21	33	23	44	47	37
11 to 12	26	44	24	49	39	49	51	23	38	29	24	27	61	8	34	22	44	55	28	44	32	54	55	45	43	36	32	42	29	24	27	61	8	34	22	44	55	28	44	32	54	55	45	43	36	32	42	29	24	27	61	8	34	22	44	55	28	44	32	54	55	45	43	36	32	42	29	24	27	61	8	34	22	44	55	28	44	32	54	55	45	43	36	32	42	29	24	27	61	8	34	22	44	55	28	44	32	54	55	45
11.1 to 12.1	18	44	21	26	33	43	43	19	20	22	13	20	43	5	11	17	26	41	21	35	25	40	49	25	33	36	25	29	22	13	20	43	5	11	17	26	41	21	35	25	40	49	25	33	36	25	29	22	13	20	43	5	11	17	26	41	21	35	25	40	49	25	33	36	25	29	22	13	20	43	5	11	17	26	41	21	35	25	40	49	25	33	36	25	29	22	13	20	43	5	11	17	26	41	21	35	25	40	49	25
11.2 to 12.2	18	44	21	26	33	43	43	19	20	22	13	20	43	5	11	17	26	41	21	35	25	40	49	25	33	36	25	29	22	13	20	43	5	11	17	26	41	21	35	25	40	49	25	33	36	25	29	22	13	20	43	5	11	17	26	41	21	35	25	40	49	25	33	36	25	29	22	13	20	43	5	11	17	26	41	21	35	25	40	49	25	33	36	25	29	22	13	20	43	5	11	17	26	41	21	35	25	40	49	25
11.3 to 12.3	36	54	28	31	38	59	45	28	20	30	24	26	50	8	11	20	34	53	25	69	28	53	50	38	53	66	26	37	30	24	26	50	8	11	20	34	53	25	69	28	53	50	38	53	66	26	37	30	24	26	50	8	11	20	34	53	25	69	28	53	50	38	53	66	26	37	30	24	26	50	8	11	20	34	53	25	69	28	53	50	38	53	66	26	37	30	24	26	50	8	11	20	34	53	25	69	28	53	50	38
11.4 to 12.4	29	48	18	19	27	56	31	26	8	18	18	21	26	6	9	11	25	32	18	54	21	40	45	29	38	50	14	20	18	18	21	26	6	9	11	25	32	18	54	21	40	45	29	38	50	14	20	18	18	21	26	6	9	11	25	32	18	54	21	40	45	29	38	50	14	20	18	18	21	26	6	9	11	25	32	18	54	21	40	45	29	38	50	14	20	18	18	21	26	6	9	11	25	32	18	54	21	40	45	29
11.5 to 12.5	34	50	19	22	29	56	31	33	10	19	18	22	30	6	13	14	27	32	20	57	22	41	47	32	38	53	16	25	19	18	22	30	6	13	14	27	32	20	57	22	41	47	32	38	53	16	25	19	18	22	30	6	13	14	27	32	20	57	22	41	47	32	38	53	16	25	19	18	22	30	6	13	14	27	32	20	57	22	41	47	32	38	53	16	25	19	18	22	30	6	13	14	27	32	20	57	22	41	47	32
11.6 to 12.6	40	15	14	31	16	28	31	28	13	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43	37	48	11	32	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43	37	48	11	32	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43	37	48	11	32	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43	37	48	11	32	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43
11.7 to 12.7	40	15	14	31	16	28	31	28	13	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43	37	48	11	32	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43	37	48	11	32	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43	37	48	11	32	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43	37	48	11	32	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43
11.8 to 12.8	40	15	14	31	16	28	31	28	13	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43	37	48	11	32	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43	37	48	11	32	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43	37	48	11	32	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43	37	48	11	32	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43
11.9 to 12.9	40	15	14	31	16	28	31	28	13	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43	37	48	11	32	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43	37	48	11	32	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43	37	48	11	32	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43	37	48	11	32	34	28	42	38	6	16	15	25	44	21	66	22	39	24	43
12 to 13	35	12	9	27	8	22	19	19	10	29	26	35	30	4	12	12	21	38	14	55	13	29	16	35	34	35	3	27	29	26	35	30	4	12	12	21	38	14	55	13	29	16	35	34	35	3	27	29	26	35	30	4	12	12	21	38	14	55	13	29	16	35	34	35	3	27	29	26	35	30	4	12	12	21	38	14	55	13	29	16	35	34	35	3	27	29	26	35	30	4	12	12	21	38	14	55	13	29	16	35
12.1 to 13.1	35	12	9	27	8	22	19	19	10	29	26	35	30	4	12	12	21	38	14	55	13	29	16	35	34	35	3	27	29	26	35	30	4	12	12	21	38	14	55	13	29	16	35	34	35	3	27	29	26	35	30	4	12	12	21	38	14	55	13	29	16	35	34	35	3	27	29	26	35	30	4	12	12	21	38	14	55	13	29	16	35	34	35	3	27	29	26	35	30	4	12	12	21	38	14	55	13	29	16	35
12.2 to 13.2	35	12	9	27	8	22	19	19	10	29	26	35	30	4	12	12	21	38	14	55	13	29	16	35	34	35	3	27	29	26	35	30	4	12	12	21	38	14	55	13	29	16	35	34	35	3	27	29	26	35	30	4	12	12	21	38	14	55	13	29	16	35	34	35	3	27	29	26	35	30	4	12	12	21	38	14	55	13	29	16	35	34	35	3	27	29	26	35	30	4	12	12	21	38	14	55	13	29	16	35
