model,lnL,AIC,AICc,timing,tree.no,delta,w,group
OUS,60.84957059,-111.6991412,-111.0539799,NAS 31.7127629999981,9,24.9433604,2.52E-06,agamidae
SRC,64.80303412,-123.6060682,-123.3507491,117,9,12.6465912,0.001180618,agamidae
TRC,72.21372393,-136.4274479,-135.9973403,10,9,0,0.658084543,agamidae
TS,61.1387019,-116.2774038,-116.0220847,38,9,19.9752556,3.02E-05,agamidae
BM,69.7847938,-133.5695876,-133.316956,NA9,10,11.1518377,0.003380047,agamidae
BMS,73.00116862,-136.0023372,-135.357176,NAS 32.6997843300972,10,9.1116177,0.009374559,agamidae
delta,71.06871378,-134.1374276,-133.7118956,NA9,10,10.7568981,0.004117966,agamidae
DensDep,56.23539149,-108.470783,-108.345783,NA,10,36.1230107,1.28E-08,agamidae
EB,73.64708607,-139.2941721,-138.8686402,NA9,10,5.6001535,0.054256981,agamidae
fit_env,58.90030418,-111.8006084,-111.5479768,NA,10,32.92081692,6.46E-08,agamidae
JN,56.62277254,-107.2455451,-106.9929135,NA,10,37.4758802,6.50E-09,agamidae
kappa,70.85545456,-133.7109091,-133.2853772,NA9,10,11.1834165,0.003327097,agamidae
lambda,69.7847938,-131.5695876,-131.1440557,9,10,13.324738,0.001140469,agamidae
NIG,66.99344466,-127.9868893,-127.7342577,NA,10,16.734536,0.000207327,agamidae
OU,69.7847938,-131.5695876,-131.1440557,NA9,10,13.324738,0.001140469,agamidae
OUMA,75.02674124,-138.0534825,-137.140439,NAMA 32.6997071645179,10,7.3283547,0.022865542,agamidae
OUMV,71.11890615,-130.2378123,-129.3247688,NAMV 49.9616328235351,10,15.1440249,0.00045923,agamidae
OUMVA,75.00445551,-136.008911,-134.7781418,NAMVA 32.6998296054032,10,9.6906519,0.007018029,agamidae
OUS,58.03037761,-106.0607552,-105.4155939,NAS 36.2568233694462,10,39.0531998,2.95E-09,agamidae
SRC,67.3664422,-128.7328844,-128.4775652,118,10,15.9912285,0.000300651,agamidae
TRC,76.44945063,-144.8989013,-144.4687937,101,10,0,0.892305362,agamidae
TS,60.70627679,-115.4125536,-115.1572344,39,10,29.3115593,3.85E-07,agamidae
BM,68.75844061,-131.5168812,-131.2642496,NA10,11,16.6166856,0.000232772,agamidae
BMS,70.43741952,-130.874839,-130.2296778,NAS 40.6944987963325,11,17.6512574,0.000138764,agamidae
delta,70.7546296,-133.5092592,-133.0837273,NA10,11,14.7972079,0.00057813,agamidae
DensDep,43.82279545,-83.64559089,-83.52059089,NA,11,64.36034431,9.99E-15,agamidae
EB,74.77247341,-141.5449468,-141.1194149,NA10,11,6.7615203,0.032133128,agamidae
fit_env,48.96610279,-91.93220558,-91.67957401,NA,11,56.20136119,5.91E-13,agamidae
JN,68.21326921,-130.4265384,-130.1739068,NA,11,17.7070284,0.000134948,agamidae
kappa,70.61741315,-133.2348263,-132.8092944,NA10,11,15.0716408,0.000504003,agamidae
lambda,68.75844062,-129.5168812,-129.0913493,10,11,18.7895859,7.85E-05,agamidae
NIG,67.8835097,-129.7670194,-129.5143878,NA,11,18.3665474,9.70E-05,agamidae
OU,68.75844063,-129.5168813,-129.0913493,NA10,11,18.7895859,7.85E-05,agamidae
OUMA,76.33759623,-140.6751925,-139.762149,NAMA 40.2462456910519,11,8.1187862,0.016301458,agamidae
OUMV,69.71785323,-127.4357065,-126.522663,NAMV 53.0500218277915,11,21.3582722,2.17E-05,agamidae
OUMVA,76.35141686,-138.7028337,-137.4720645,NAMVA 40.2462508210664,11,10.4088707,0.005187295,agamidae
OUS,50.17138369,-90.34276738,-89.69760609,NAS 41.9630578621445,11,58.18332911,2.19E-13,agamidae
SRC,65.04541435,-124.0908287,-123.8355095,119,11,24.0454257,5.67E-06,agamidae
TRC,78.15552137,-148.3110427,-147.8809352,81,11,0,0.944492421,agamidae
TS,49.51483485,-93.02966969,-92.77435054,310,11,55.10658466,1.02E-12,agamidae
BM,67.42619423,-128.8523885,-128.5997569,NA11,12,13.8522307,0.000914676,agamidae
BMS,69.87873858,-129.7574772,-129.1123159,NAS 40.3835259185754,12,13.3396717,0.001181866,agamidae
delta,68.78514429,-129.5702886,-129.1447567,NA11,12,13.3072309,0.001201193,agamidae
DensDep,57.00919211,-110.0183842,-109.8933842,NA,12,32.5586034,7.93E-08,agamidae
EB,71.78903623,-135.5780725,-135.1525406,NA11,12,7.299447,0.024220684,agamidae
fit_env,57.97542377,-109.9508475,-109.698216,NA,12,32.75377164,7.25E-08,agamidae
JN,65.05335848,-124.106717,-123.8540854,NA,12,18.5979022,8.53E-05,agamidae
kappa,70.10549093,-132.2109819,-131.7854499,NA11,12,10.6665377,0.00449813,agamidae
lambda,67.42619424,-126.8523885,-126.4268566,11,12,16.025131,0.000308623,agamidae
NIG,67.23232086,-128.4646417,-128.2120101,NA,12,14.2399775,0.000753476,agamidae
OU,67.42619424,-126.8523885,-126.4268566,NA11,12,16.025131,0.000308623,agamidae
OUMA,73.97932163,-135.9586433,-135.0455998,NAMA 40.3835144516873,12,7.4063878,0.02295961,agamidae
OUMV,67.81377437,-123.6275487,-122.7145053,NAMV 52.0519648694629,12,19.7374823,4.82E-05,agamidae
OUMVA,74.00746202,-134.014924,-132.7841548,NAMVA 40.3835145273124,12,9.6678328,0.007411361,agamidae
OUS,57.92962402,-105.859248,-105.2140868,NAS 42.5623000760573,12,37.2379008,7.64E-09,agamidae
SRC,69.00368913,-132.0073783,-131.7520591,8,12,10.6999285,0.004423655,agamidae
TRC,75.44104756,-142.8820951,-142.4519876,82,12,0,0.931625116,agamidae
TS,58.92212893,-111.8442579,-111.5889387,311,12,30.8630489,1.85E-07,agamidae
BM,67.35647229,-128.7129446,-128.460313,NA12,13,10.4439778,0.003367691,agamidae
BMS,54.95634796,-99.91269593,-99.26753463,NAS 62.0321951698812,13,39.63675617,1.54E-09,agamidae
delta,68.5706973,-129.1413946,-128.7158627,NA12,13,10.1884281,0.003826697,agamidae
DensDep,56.8194626,-109.6389252,-109.5139252,NA,13,29.3903656,2.59E-07,agamidae
EB,71.15953158,-134.3190632,-133.8935313,NA12,13,5.0107595,0.050949575,agamidae
fit_env,57.98994245,-109.9798849,-109.7272533,NA,13,29.17703747,2.98E-07,agamidae
JN,67.45898107,-128.9179621,-128.6653306,NA,13,10.2389602,0.003731223,agamidae
kappa,70.29755114,-132.5951023,-132.1695704,NA12,13,6.7347204,0.021517272,agamidae
lambda,67.35647229,-126.7129446,-126.2874127,12,13,12.6168781,0.0011363,agamidae
NIG,66.7724451,-127.5448902,-127.2922586,NA,13,11.6120322,0.001877986,agamidae
OU,67.35647229,-126.7129446,-126.2874127,NA12,13,12.6168781,0.0011363,agamidae
OUMA,74.65175445,-137.3035089,-136.3904654,NAMA 37.3841062867094,13,2.5138254,0.177559091,agamidae
OUMV,69.51346931,-127.0269386,-126.1138951,NAMV 51.7314199565165,13,12.7903957,0.001041871,agamidae
OUMVA,75.3146275,-136.629255,-135.3984858,NAMVA 37.3841311052451,13,3.505805,0.108127778,agamidae
OUS,59.13530273,-108.2706055,-107.6254442,NAS 39.4025312052909,13,31.2788466,1.01E-07,agamidae
SRC,65.50044816,-125.0008963,-124.7455772,9,13,14.1587136,0.000525639,agamidae
TRC,73.66719918,-139.3343984,-138.9042908,83,13,0,0.624041056,agamidae
TS,59.73649051,-113.472981,-113.2176619,312,13,25.6866289,1.65E-06,agamidae
BM,67.68969344,-129.3793869,-129.1267553,NA13,14,13.574374,0.001042519,agamidae
BMS,72.55435547,-135.1087109,-134.4635497,NAS 43.3256474099257,14,8.2375796,0.015029832,agamidae
delta,68.42928105,-128.8585621,-128.4330302,NA13,14,14.2680991,0.000736959,agamidae
DensDep,54.76382585,-105.5276517,-105.4026517,NA,14,37.2984776,7.35E-09,agamidae
EB,70.91079911,-133.8215982,-133.3960663,NA13,14,9.305063,0.008813594,agamidae
fit_env,46.87823998,-87.75647995,-87.50384837,NA,14,55.19728093,9.74E-13,agamidae
JN,67.33512387,-128.6702477,-128.4176162,NA,14,14.2835131,0.000731301,agamidae
kappa,69.24438499,-130.48877,-130.0632381,NA13,14,12.6378912,0.001665093,agamidae
lambda,67.68969345,-127.3793869,-126.953855,13,14,15.7472743,0.000351759,agamidae
NIG,65.36255734,-124.7251147,-124.4724831,NA,14,18.2286462,0.000101724,agamidae
OU,67.68969345,-127.3793869,-126.953855,NA13,14,15.7472743,0.000351759,agamidae
OUMA,74.53019599,-137.060392,-136.1473485,NAMA 43.3255391886771,14,6.5537808,0.034880797,agamidae
OUMV,69.01936363,-126.0387273,-125.1256838,NAMV 53.7322476518353,14,17.5754455,0.000141014,agamidae
OUMVA,74.55002075,-135.1000415,-133.8692723,NAMVA 43.3255392345616,14,8.831857,0.011166278,agamidae
OUS,60.29965371,-110.5993074,-109.9541461,NAS 43.659372977599,14,32.7469832,7.16E-08,agamidae
SRC,67.00722723,-128.0144545,-127.7591353,7,14,14.941994,0.000526149,agamidae
TRC,75.56561841,-143.1312368,-142.7011293,62,14,0,0.924106048,agamidae
TS,55.8005789,-105.6011578,-105.3458386,313,14,37.3552907,7.15E-09,agamidae
BM,67.42998616,-128.8599723,-128.6073407,NA14,15,9.2591867,0.006779923,agamidae
BMS,67.38312323,-124.7662465,-124.1210852,NAS 35.7648054993834,15,13.7454422,0.000719526,agamidae
delta,68.09507832,-128.1901566,-127.7646247,NA14,15,10.1019027,0.004448681,agamidae
DensDep,57.21668018,-110.4333604,-110.3083604,NA,15,27.558167,7.21E-07,agamidae
EB,70.14245994,-132.2849199,-131.859388,NA14,15,6.0071394,0.034466552,agamidae
fit_env,57.99941839,-109.9988368,-109.7462052,NA,15,28.1203222,5.88E-07,agamidae
JN,66.23835814,-126.4767163,-126.2240847,NA,15,11.6424427,0.002059241,agamidae
kappa,70.70995161,-133.4199032,-132.9943713,NA14,15,4.8721561,0.060793385,agamidae
lambda,67.42998617,-126.8599723,-126.4344404,14,15,11.432087,0.002287628,agamidae
NIG,59.61190615,-113.2238123,-112.9711807,NA,15,24.8953467,2.73E-06,agamidae
OU,67.42998617,-126.8599723,-126.4344404,NA14,15,11.432087,0.002287628,agamidae
OUMA,71.69216173,-131.3843235,-130.47128,NAMA 35.2972065751551,15,7.3952474,0.017217655,agamidae
OUMV,70.53540451,-129.070809,-128.1577655,NAMV 48.2515943870629,15,9.7087619,0.005415028,agamidae
OUMVA,75.12970793,-136.2594159,-135.0286466,NAMVA 33.5189651875991,15,2.8378808,0.168110019,agamidae
OUS,61.25662353,-112.5132471,-111.8680858,NAS 36.6968869074082,15,25.9984416,1.57E-06,agamidae
SRC,64.73329474,-123.4665895,-123.2112703,91,15,14.6552571,0.000456544,agamidae
TRC,73.14831744,-138.2966349,-137.8665274,84,15,0,0.694754843,agamidae
TS,59.92330674,-113.8466135,-113.5912943,314,15,24.2752331,3.72E-06,agamidae
BM,66.03868926,-126.0773785,-125.8247469,NA15,16,9.9826257,0.00531004,agamidae
BMS,68.33692289,-126.6738458,-126.0286845,NAS 38.3558524767052,16,9.7786881,0.005880067,agamidae
delta,66.65853116,-125.3170623,-124.8915304,NA15,16,10.9158422,0.003330063,agamidae
DensDep,46.89661869,-89.79323738,-89.66823738,NA,16,46.13913522,7.48E-11,agamidae
EB,68.72264687,-129.4452937,-129.0197618,NA15,16,6.7876108,0.026235326,agamidae
fit_env,51.1419525,-96.28390501,-96.03127343,NA,16,39.77609917,1.95E-09,agamidae
JN,66.89933882,-127.7986776,-127.5460461,NA,16,8.2613265,0.012556632,agamidae
kappa,69.05220981,-130.1044196,-129.6788877,NA15,16,6.1284849,0.036476557,agamidae
lambda,66.03868927,-124.0773785,-123.6518466,15,16,12.155526,0.001791672,agamidae
NIG,66.45296342,-126.9059268,-126.6532953,NA,16,9.1540773,0.008035535,agamidae
OU,66.03868928,-124.0773786,-123.6518466,NA15,16,12.155526,0.001791672,agamidae
OUMA,72.09661636,-132.1932327,-131.2801892,NAMA 38.3557388168334,16,4.5271834,0.081232916,agamidae
OUMV,68.33868166,-124.6773633,-123.7643198,NAMV 38.3557392829259,16,12.0430528,0.001895316,agamidae
OUMVA,72.24673912,-130.4934782,-129.262709,NAMVA 38.3557389587523,16,6.5446636,0.029623869,agamidae
OUS,53.73885993,-97.47771987,-96.83255858,NAS 39.1232469822449,16,38.97481402,2.69E-09,agamidae
SRC,60.57933546,-115.1586709,-114.9033518,1110,16,20.9040208,2.26E-05,agamidae
TRC,72.11874005,-136.2374801,-135.8073726,74,16,0,0.781263306,agamidae
TS,50.9569944,-95.9139888,-95.65866965,315,16,40.14870295,1.49E-09,agamidae
BM,66.45882395,-126.9176479,-126.6650163,NA16,17,10.917942,0.003970138,agamidae
BMS,41.19960278,-72.39920557,-71.75404427,NAS 57.6563268877656,17,65.82891403,4.73E-15,agamidae
delta,67.01860341,-126.0372068,-125.6116749,NA16,17,11.9712834,0.002344636,agamidae
DensDep,45.5431964,-87.0863928,-86.9613928,NA,17,50.6215655,9.49E-12,agamidae
EB,68.89487435,-129.7897487,-129.3642168,NA16,17,8.2187415,0.015308392,agamidae
fit_env,50.47250551,-94.94501102,-94.69237944,NA,17,42.89057886,4.77E-10,agamidae
JN,67.04776282,-128.0955256,-127.8428941,NA,17,9.7400642,0.007154488,agamidae
kappa,69.62583978,-131.2516796,-130.8261476,NA16,17,6.7568107,0.031796829,agamidae
lambda,66.45882396,-124.9176479,-124.492116,16,17,13.0908423,0.001339573,agamidae
NIG,66.49683097,-126.9936619,-126.7410304,NA,17,10.8419279,0.004123936,agamidae
OU,66.45882396,-124.9176479,-124.492116,NA16,17,13.0908423,0.001339573,agamidae
OUMA,56.78876638,-101.5775328,-100.6644893,NAMA 52.082855004693,17,36.918469,8.97E-09,agamidae
OUMV,55.63635631,-99.27271263,-98.35966915,NAMV 51.8340989032845,17,39.22328915,2.83E-09,agamidae
OUMVA,58.05765921,-102.1153184,-100.8845492,NAMVA 52.0828559945482,17,36.6984091,1.00E-08,agamidae
OUS,50.30450794,-90.60901587,-89.96385458,NAS 52.7065302296863,17,47.61910372,4.26E-11,agamidae
SRC,60.66237084,-115.3247417,-115.0694225,92,17,22.5135358,1.20E-05,agamidae
TRC,73.00653293,-138.0130659,-137.5829583,85,17,0,0.932409332,agamidae
TS,50.70238532,-95.40477063,-95.14945148,316,17,42.43350682,5.69E-10,agamidae
BM,67.33410569,-128.6682114,-128.4155798,NA17,18,6.6770217,0.011225763,agamidae
BMS,72.86888141,-135.7377628,-135.0926015,NAS 35.7628099002053,18,0,0.316309843,agamidae
delta,68.24599167,-128.4919833,-128.0664514,NA17,18,7.0261501,0.009427653,agamidae
DensDep,48.4881601,-92.97632021,-92.85132021,NA,18,42.24128129,2.13E-10,agamidae
EB,69.8059826,-131.6119652,-131.1864333,NA17,18,3.9061682,0.04486411,agamidae
fit_env,52.28815804,-98.57631607,-98.32368449,NA,18,36.49555801,5.82E-09,agamidae
JN,66.48856936,-126.9771387,-126.7245071,NA,18,8.3680944,0.004819523,agamidae
kappa,70.53624308,-133.0724862,-132.6469542,NA17,18,2.4456473,0.093120895,agamidae
lambda,67.3341057,-126.6682114,-126.2426795,17,18,8.849922,0.003787709,agamidae
NIG,65.11169587,-124.2233917,-123.9707602,NA,18,11.1218413,0.001216286,agamidae
OU,67.3341057,-126.6682114,-126.2426795,NA17,18,8.849922,0.003787709,agamidae
OUMA,54.03592951,-96.07185903,-95.15881555,NAMA 39.7354506418065,18,39.93378595,6.74E-10,agamidae
OUMV,56.26514202,-100.530284,-99.61724056,NAMV 52.373864202427,18,35.47536094,6.26E-09,agamidae
OUMVA,74.85843999,-135.71688,-134.4861108,NAMVA 35.7627402774208,18,0.6064907,0.233568851,agamidae
OUS,52.44871776,-94.89743552,-94.25227423,NAS 38.6897093393274,18,40.84032727,4.28E-10,agamidae
SRC,59.56908184,-113.1381637,-112.8828445,1111,18,22.209757,4.76E-06,agamidae
TRC,71.62467501,-135.24935,-134.8192425,86,18,0.273359,0.275901177,agamidae
TS,53.49564371,-100.9912874,-100.7359683,317,18,34.3566332,1.10E-08,agamidae
BM,65.3641751,-124.7283502,-124.4757186,NA18,19,12.7297846,0.001188688,agamidae
BMS,68.72145208,-127.4429042,-126.7977429,NAS 35.8125332034928,19,10.4077603,0.003795674,agamidae
delta,66.20230957,-124.4046191,-123.9790872,NA18,19,13.226416,0.000927311,agamidae
DensDep,51.51883424,-99.03766848,-98.91266848,NA,19,38.29283472,3.34E-09,agamidae
EB,68.31357297,-128.6271459,-128.201614,NA18,19,9.0038892,0.007658357,agamidae
fit_env,53.91446981,-101.8289396,-101.576308,NA,19,33.79306566,4.27E-08,agamidae
JN,66.73505434,-127.4701087,-127.2174771,NA,19,9.98802609,0.004682017,agamidae
kappa,72.81551754,-137.6310351,-137.2055032,NA18,19,0,0.690725233,agamidae
lambda,65.36417512,-122.7283502,-122.3028183,18,19,14.9026849,0.000401078,agamidae
NIG,63.63858671,-121.2771734,-121.0245418,NA,19,16.18096135,0.000211668,agamidae
OU,65.36417513,-122.7283503,-122.3028183,NA18,19,14.9026849,0.000401078,agamidae
OUMA,57.65875114,-103.3175023,-102.4044588,NAMA 39.2978944101064,19,34.8010444,1.92E-08,agamidae
OUMV,66.1409831,-120.2819662,-119.3689227,NAMV 36.8123270950047,19,17.8365805,9.25E-05,agamidae
OUMVA,72.1860821,-130.3721642,-129.141395,NAMVA 35.8124464068255,19,8.0641082,0.012251986,agamidae
OUS,54.12553654,-98.25107308,-97.60591179,NAS 39.4097355532359,19,39.59959141,1.74E-09,agamidae
SRC,62.49822762,-118.9964552,-118.7411361,1112,19,18.4643671,6.76E-05,agamidae
TRC,71.89974063,-135.7994813,-135.3693737,75,19,1.8361295,0.275800384,agamidae
TS,54.93609199,-103.872184,-103.6168648,318,19,33.5886384,3.51E-08,agamidae
BM,63.94570441,-121.8914088,-121.6387773,NA19,20,13.001457,0.000862682,agamidae
BMS,69.47946536,-128.9589307,-128.3137694,NAS 37.0112789633718,20,6.3264649,0.024283257,agamidae
delta,65.2066426,-122.4132852,-121.9877533,NA19,20,12.652481,0.001027141,agamidae
DensDep,41.37292084,-78.74584169,-78.62084169,NA,20,56.01939261,3.93E-13,agamidae
EB,67.6543363,-127.3086726,-126.8831407,NA19,20,7.7570936,0.011875444,agamidae
fit_env,47.91077699,-89.82155398,-89.5689224,NA,20,45.0713119,1.25E-10,agamidae
JN,65.17219277,-124.3443855,-124.091754,NA,20,10.54848033,0.002941087,agamidae
kappa,70.57595509,-133.1519102,-132.7263783,NA19,20,1.913856,0.220542745,agamidae
lambda,63.94570444,-119.8914089,-119.465877,19,20,15.1743573,0.000291079,agamidae
NIG,64.60933811,-123.2186762,-122.9660446,NA,20,11.67418966,0.001675187,agamidae
OU,63.94570444,-119.8914089,-119.465877,NA19,20,15.1743573,0.000291079,agamidae
OUMA,72.24813991,-132.4962798,-131.5832363,NAMA 37.0111689298519,20,3.056998,0.124526747,agamidae
OUMV,51.41462773,-90.82925547,-89.91621199,NAMV 52.0391477397623,20,44.72402231,1.12E-10,agamidae
OUMVA,72.17800512,-130.3560102,-129.125241,NAMVA 37.0111689202715,20,5.5149933,0.036434746,agamidae
OUS,50.30579989,-90.61159979,-89.9664385,NAS 39.4854598485212,20,44.6737958,1.14E-10,agamidae
SRC,56.22009064,-106.4401813,-106.1848621,1113,20,28.4553722,3.80E-07,agamidae
TRC,71.53517089,-135.0703418,-134.6402343,87,20,0,0.57422398,agamidae
TS,48.66609331,-91.33218661,-91.07686746,319,20,43.56336684,1.99E-10,agamidae
BM,64.23632535,-122.4726507,-122.2200191,NA20,21,14.197525,0.000551733,agamidae
BMS,69.28596201,-128.571924,-127.9267627,NAS 40.61854719805,21,8.4907814,0.009570452,agamidae
delta,65.30787944,-122.6157589,-122.190227,NA20,21,14.2273171,0.000543575,agamidae
DensDep,49.65761588,-95.31523176,-95.19023176,NA,21,41.22731234,7.45E-10,agamidae
EB,68.23687605,-128.4737521,-128.0482202,NA20,21,8.3693239,0.010169664,agamidae
fit_env,52.42528125,-98.8505625,-98.59793092,NA,21,37.81961318,4.55E-09,agamidae
JN,64.35771518,-122.7154304,-122.4627988,NA,21,13.95474531,0.000622942,agamidae
kappa,70.3914061,-132.7828122,-132.3572803,NA20,21,4.0602638,0.087701521,agamidae
lambda,64.23632536,-120.4726507,-120.0471188,20,21,16.3704253,0.000186161,agamidae
NIG,61.754961,-117.509922,-117.2572904,NA,21,19.16025367,4.61E-05,agamidae
OU,64.23632536,-120.4726507,-120.0471188,NA20,21,16.3704253,0.000186161,agamidae
OUMA,73.28613535,-134.5722707,-133.6592272,NAMA 40.6175430379929,21,2.7583169,0.16815946,agamidae
OUMV,69.29393225,-126.5878645,-125.674821,NAMV 40.617543045291,21,10.7427231,0.003104056,agamidae
OUMVA,73.23842875,-132.4768575,-131.2460883,NAMVA 40.6175430406819,21,5.1714558,0.050317013,agamidae
OUS,52.83371367,-95.66742734,-95.02226605,NAS 42.6740630953566,21,41.39527805,6.85E-10,agamidae
SRC,62.90487041,-119.8097408,-119.5544217,93,21,16.8631224,0.000145513,agamidae
TRC,72.42382581,-136.8476516,-136.4175441,88,21,0,0.667855042,agamidae
TS,52.65391194,-99.30782388,-99.05250473,320,21,37.36503937,5.14E-09,agamidae
BM,64.62960743,-123.2592149,-123.0065833,NA21,22,16.9097779,0.000201041,agamidae
BMS,57.38292268,-104.7658454,-104.1206841,NAS 60.7674099836061,22,35.7956771,1.59E-08,agamidae
delta,65.75086031,-123.5017206,-123.0761887,NA21,22,16.8401725,0.000208161,agamidae
DensDep,58.43131379,-112.8626276,-112.7376276,NA,22,27.1787336,1.18E-06,agamidae
EB,68.94728388,-129.8945678,-129.4690358,NA21,22,10.4473254,0.005088483,agamidae
fit_env,58.69877014,-111.3975403,-111.1449087,NA,22,28.7714525,5.41E-07,agamidae
JN,67.90134377,-129.8026875,-129.550056,NA,22,10.36630524,0.00529885,agamidae
kappa,68.5779183,-129.1558366,-128.7303047,NA21,22,11.1860565,0.003517021,agamidae
lambda,64.62960745,-121.2592149,-120.833683,21,22,19.0826782,6.78E-05,agamidae
NIG,67.21683474,-128.4336695,-128.1810379,NA,22,11.73532331,0.00267241,agamidae
OU,64.62960745,-121.2592149,-120.833683,NA21,22,19.0826782,6.78E-05,agamidae
OUMA,69.11517565,-126.2303513,-125.3173078,NAMA 36.3433849880099,22,14.5990534,0.00063834,agamidae
OUMV,66.99021793,-121.9804359,-121.0673924,NAMV 36.3433849623022,22,18.8489688,7.62E-05,agamidae
OUMVA,69.12083429,-124.2416686,-123.0108994,NAMVA 36.3433851538039,22,16.9054618,0.000201475,agamidae
OUS,61.43226624,-112.8645325,-112.2193712,NAS 37.6497335226258,22,27.69699,9.14E-07,agamidae
SRC,69.84878709,-133.6975742,-133.442255,1114,22,6.4741062,0.037098977,agamidae
TRC,74.17323437,-140.3464687,-139.9163612,102,22,0,0.944487538,agamidae
TS,60.44137221,-114.8827444,-114.6274253,321,22,25.2889359,3.05E-06,agamidae
BM,64.20250825,-122.4050165,-122.1523849,NA22,23,15.6355152,0.000390681,agamidae
BMS,54.56114466,-99.12228933,-98.47712803,NAS 57.5863552889755,23,39.31077207,2.82E-09,agamidae
delta,65.71810217,-123.4362043,-123.0106724,NA22,23,14.7772277,0.000600063,agamidae
DensDep,56.04046374,-108.0809275,-107.9559275,NA,23,29.8319726,3.23E-07,agamidae
EB,68.42460293,-128.8492059,-128.4236739,NA22,23,9.3642262,0.008987015,agamidae
fit_env,57.09602679,-108.1920536,-107.939422,NA,23,29.8484781,3.23E-07,agamidae
JN,65.63378114,-125.2675623,-125.0149307,NA,23,12.77296939,0.001634618,agamidae
kappa,67.93367495,-127.8673499,-127.441818,NA22,23,10.3460821,0.005500576,agamidae
lambda,64.20250827,-120.4050165,-119.9794846,22,23,17.8084155,0.000131821,agamidae
NIG,65.22524705,-124.4504941,-124.1978625,NA,23,13.59003758,0.001086406,agamidae
OU,64.20250827,-120.4050165,-119.9794846,NA22,23,17.8084155,0.000131821,agamidae
OUMA,69.11817274,-126.2363455,-125.323302,NAMA 36.1919004971614,23,12.4645981,0.001907121,agamidae
OUMV,58.43147954,-104.8629591,-103.9499156,NAMV 52.5721338503734,23,33.8379845,4.36E-08,agamidae
OUMVA,69.06280102,-124.125602,-122.8948328,NAMVA 36.1919778589442,23,14.8930673,0.000566295,agamidae
OUS,59.52974131,-109.0594826,-108.4143213,NAS 37.8985844694933,23,29.3735788,4.06E-07,agamidae
SRC,67.20660827,-128.4132165,-128.1578974,101,23,9.6300027,0.007868697,agamidae
TRC,73.10900383,-138.2180077,-137.7879001,9,23,0,0.970579981,agamidae
TS,58.8569479,-111.7138958,-111.4585767,322,23,26.3293234,1.86E-06,agamidae
BM,65.7258701,-125.4517402,-125.1991086,NA23,24,17.6352626,0.000141271,agamidae
BMS,56.64981312,-103.2996262,-102.654465,NAS 59.2140770871952,24,40.1799062,1.80E-09,agamidae
delta,67.26849741,-126.5369948,-126.1114629,NA23,24,16.7229083,0.00022293,agamidae
DensDep,57.27583576,-110.5516715,-110.4266715,NA,24,32.4076997,8.76E-08,agamidae
EB,70.70839956,-133.4167991,-132.9912672,NA23,24,9.843104,0.006951813,agamidae
fit_env,58.21246847,-110.4249369,-110.1723054,NA,24,32.66206584,7.83E-08,agamidae
JN,69.97395424,-133.9479085,-133.6952769,NA,24,9.139094304,0.00988489,agamidae
kappa,70.35441456,-132.7088291,-132.2832972,NA23,24,10.551074,0.004879377,agamidae
lambda,65.72587011,-123.4517402,-123.0262083,23,24,19.8081629,4.77E-05,agamidae
NIG,62.22443972,-118.4488794,-118.1962479,NA,24,24.63812334,4.26E-06,agamidae
OU,65.72587011,-123.4517402,-123.0262083,NA23,24,19.8081629,4.77E-05,agamidae
OUMA,73.62747961,-135.2549592,-134.3419157,NAMA 35.0336760047623,24,8.4924555,0.013658018,agamidae
OUMV,68.95669726,-125.9133945,-125.000351,NAMV 49.4003401140241,24,17.8340202,0.000127907,agamidae
OUMVA,73.57865652,-133.157313,-131.9265438,NAMVA 35.0336886594005,24,10.9078274,0.004082219,agamidae
OUS,59.17716206,-108.3543241,-107.7091628,NAS 35.704920557943,24,35.1252084,2.25E-08,agamidae
SRC,69.48419234,-132.9683847,-132.7130655,1115,24,10.1213057,0.006049052,agamidae
TRC,75.63223937,-143.2644787,-142.8343712,103,24,0,0.953895847,agamidae
TS,60.54946146,-115.0989229,-114.8436038,323,24,27.9907674,7.97E-07,agamidae
BM,65.25913265,-124.5182653,-124.2656337,NA24,25,13.7310424,0.000695013,agamidae
BMS,71.36205946,-132.7241189,-132.0789576,NAS 42.458752210202,25,5.9177185,0.034564871,agamidae
delta,66.47430688,-124.9486138,-124.5230818,NA24,25,13.4735943,0.000790492,agamidae
DensDep,60.18585721,-116.3717144,-116.2467144,NA,25,21.7499617,1.26E-05,agamidae
EB,69.01193887,-130.0238777,-129.5983458,NA24,25,8.3983303,0.009999469,agamidae
fit_env,59.87595016,-113.7519003,-113.4992687,NA,25,24.49740736,3.46E-06,agamidae
JN,68.94897916,-131.8979583,-131.6453267,NA,25,6.351349367,0.027827436,agamidae
kappa,69.39607576,-130.7921515,-130.3666196,NA24,25,7.6300565,0.014682685,agamidae
lambda,65.25913265,-122.5182653,-122.0927334,24,25,15.9039427,0.000234506,agamidae
NIG,59.78830511,-113.5766102,-113.3239786,NA,25,24.67269746,2.92E-06,agamidae
OU,65.25913265,-122.5182653,-122.0927334,NA24,25,15.9039427,0.000234506,agamidae
OUMA,74.02889674,-136.0577935,-135.14475,NAMA 42.4586853058446,25,2.8519261,0.160089667,agamidae
OUMV,64.81600536,-117.6320107,-116.7189673,NAMV 55.7989150730018,25,21.2777088,1.60E-05,agamidae
